TransID,product_id,Order_Date_Key,Required_Date_Key,Shipped_Date_Key,order_id,item_id,customer_id,order_date,required_date,shipped_date,quantity,list_price,discount
876,10,20160717,20160720,20160719,317,1,795,7/17/2016,7/20/2016,7/19/2016,1,1549,0.2
877,22,20160717,20160720,20160719,317,2,795,7/17/2016,7/20/2016,7/19/2016,1,269.99,0.05
878,15,20160717,20160720,20160719,317,3,795,7/17/2016,7/20/2016,7/19/2016,1,529.99,0.05
879,13,20160717,20160720,20160719,317,4,795,7/17/2016,7/20/2016,7/19/2016,2,269.99,0.2
880,13,20160717,20160719,20160720,318,1,1141,7/17/2016,7/19/2016,7/20/2016,2,269.99,0.1
881,25,20160717,20160719,20160720,318,2,1141,7/17/2016,7/19/2016,7/20/2016,2,499.99,0.2
882,9,20160717,20160719,20160720,318,3,1141,7/17/2016,7/19/2016,7/20/2016,1,2999.99,0.05
883,11,20160718,20160721,20160721,319,1,941,7/18/2016,7/21/2016,7/21/2016,1,1680.99,0.07
884,21,20160718,20160721,20160721,319,2,941,7/18/2016,7/21/2016,7/21/2016,1,269.99,0.2
885,15,20160718,20160721,20160721,319,3,941,7/18/2016,7/21/2016,7/21/2016,2,529.99,0.1
886,23,20160718,20160721,20160721,319,4,941,7/18/2016,7/21/2016,7/21/2016,1,299.99,0.05
887,2,20160719,20160720,20160721,320,1,1428,7/19/2016,7/20/2016,7/21/2016,1,749.99,0.1
888,4,20160719,20160722,20160721,321,1,568,7/19/2016,7/22/2016,7/21/2016,2,2899.99,0.2
889,12,20160719,20160722,20160721,321,2,568,7/19/2016,7/22/2016,7/21/2016,2,549.99,0.2
890,26,20160719,20160722,20160721,321,3,568,7/19/2016,7/22/2016,7/21/2016,1,599.99,0.2
891,23,20160719,20160722,20160721,321,4,568,7/19/2016,7/22/2016,7/21/2016,2,299.99,0.2
892,13,20160719,20160722,20160720,322,1,924,7/19/2016,7/22/2016,7/20/2016,2,269.99,0.2
893,21,20160719,20160722,20160720,322,2,924,7/19/2016,7/22/2016,7/20/2016,1,269.99,0.07
894,13,20160719,20160722,20160721,323,1,1243,7/19/2016,7/22/2016,7/21/2016,2,269.99,0.07
895,26,20160719,20160722,20160721,323,2,1243,7/19/2016,7/22/2016,7/21/2016,2,599.99,0.1
896,2,20160720,20160722,20160723,324,1,480,7/20/2016,7/22/2016,7/23/2016,2,749.99,0.1
897,17,20160720,20160722,20160723,324,2,480,7/20/2016,7/22/2016,7/23/2016,1,429,0.2
898,22,20160720,20160722,20160723,324,3,480,7/20/2016,7/22/2016,7/23/2016,2,269.99,0.2
899,19,20160720,20160722,20160723,324,4,480,7/20/2016,7/22/2016,7/23/2016,1,449,0.05
900,12,20160720,20160722,20160723,324,5,480,7/20/2016,7/22/2016,7/23/2016,1,549.99,0.05
901,7,20160720,20160721,20160721,325,1,848,7/20/2016,7/21/2016,7/21/2016,1,3999.99,0.05
902,12,20160720,20160721,20160721,325,2,848,7/20/2016,7/21/2016,7/21/2016,1,549.99,0.2
903,6,20160720,20160721,20160721,325,3,848,7/20/2016,7/21/2016,7/21/2016,2,469.99,0.2
904,12,20160720,20160721,20160722,326,1,1337,7/20/2016,7/21/2016,7/22/2016,1,549.99,0.1
905,23,20160720,20160721,20160722,326,2,1337,7/20/2016,7/21/2016,7/22/2016,1,299.99,0.07
906,12,20160721,20160724,20160722,327,1,83,7/21/2016,7/24/2016,7/22/2016,2,549.99,0.07
907,13,20160721,20160724,20160722,327,2,83,7/21/2016,7/24/2016,7/22/2016,1,269.99,0.07
908,4,20160721,20160724,20160722,327,3,83,7/21/2016,7/24/2016,7/22/2016,1,2899.99,0.05
909,6,20160723,20160726,20160725,328,1,528,7/23/2016,7/26/2016,7/25/2016,2,469.99,0.1
910,14,20160724,20160727,20160726,329,1,274,7/24/2016,7/27/2016,7/26/2016,2,269.99,0.07
911,8,20160724,20160727,20160726,329,2,274,7/24/2016,7/27/2016,7/26/2016,2,1799.99,0.05
912,23,20160724,20160727,20160726,329,3,274,7/24/2016,7/27/2016,7/26/2016,1,299.99,0.2
913,17,20160724,20160727,20160726,329,4,274,7/24/2016,7/27/2016,7/26/2016,1,429,0.07
914,26,20160724,20160727,20160726,329,5,274,7/24/2016,7/27/2016,7/26/2016,2,599.99,0.05
915,21,20160724,20160727,20160727,330,1,622,7/24/2016,7/27/2016,7/27/2016,2,269.99,0.05
916,17,20160724,20160726,20160725,331,1,642,7/24/2016,7/26/2016,7/25/2016,2,429,0.1
917,18,20160724,20160726,20160726,332,1,659,7/24/2016,7/26/2016,7/26/2016,2,449,0.05
918,18,20160725,20160727,20160726,333,1,779,7/25/2016,7/27/2016,7/26/2016,2,449,0.07
919,8,20160725,20160727,20160726,333,2,779,7/25/2016,7/27/2016,7/26/2016,2,1799.99,0.05
920,3,20160725,20160727,20160726,333,3,779,7/25/2016,7/27/2016,7/26/2016,1,999.99,0.2
921,16,20160725,20160728,20160727,334,1,1112,7/25/2016,7/28/2016,7/27/2016,2,599.99,0.2
922,9,20160725,20160728,20160727,334,2,1112,7/25/2016,7/28/2016,7/27/2016,1,2999.99,0.05
923,3,20160725,20160728,20160727,334,3,1112,7/25/2016,7/28/2016,7/27/2016,2,999.99,0.05
924,6,20160725,20160727,20160726,335,1,1193,7/25/2016,7/27/2016,7/26/2016,1,469.99,0.1
925,2,20160725,20160727,20160726,335,2,1193,7/25/2016,7/27/2016,7/26/2016,2,749.99,0.1
926,21,20160725,20160727,20160726,335,3,1193,7/25/2016,7/27/2016,7/26/2016,1,269.99,0.07
927,4,20160726,20160729,20160727,336,1,1030,7/26/2016,7/29/2016,7/27/2016,1,2899.99,0.1
928,12,20160726,20160729,20160727,336,2,1030,7/26/2016,7/29/2016,7/27/2016,1,549.99,0.2
929,18,20160726,20160727,20160728,337,1,1252,7/26/2016,7/27/2016,7/28/2016,1,449,0.05
930,4,20160726,20160727,20160728,337,2,1252,7/26/2016,7/27/2016,7/28/2016,1,2899.99,0.05
931,6,20160728,20160729,20160730,338,1,1333,7/28/2016,7/29/2016,7/30/2016,2,469.99,0.07
932,10,20160728,20160729,20160730,338,2,1333,7/28/2016,7/29/2016,7/30/2016,1,1549,0.07
933,22,20160728,20160729,20160730,338,3,1333,7/28/2016,7/29/2016,7/30/2016,1,269.99,0.1
934,11,20160728,20160729,20160730,338,4,1333,7/28/2016,7/29/2016,7/30/2016,2,1680.99,0.07
935,9,20160728,20160729,20160730,338,5,1333,7/28/2016,7/29/2016,7/30/2016,1,2999.99,0.05
936,13,20160728,20160731,20160729,339,1,1110,7/28/2016,7/31/2016,7/29/2016,1,269.99,0.1
937,15,20160728,20160731,20160729,339,2,1110,7/28/2016,7/31/2016,7/29/2016,2,529.99,0.05
938,11,20160729,20160730,20160731,340,1,963,7/29/2016,7/30/2016,7/31/2016,1,1680.99,0.05
939,24,20160729,20160730,20160731,340,2,963,7/29/2016,7/30/2016,7/31/2016,1,549.99,0.05
940,13,20160729,20160730,20160731,340,3,963,7/29/2016,7/30/2016,7/31/2016,2,269.99,0.1
941,12,20160729,20160730,20160731,340,4,963,7/29/2016,7/30/2016,7/31/2016,2,549.99,0.07
942,10,20160729,20160730,20160731,340,5,963,7/29/2016,7/30/2016,7/31/2016,2,1549,0.1
943,23,20160731,20160803,20160801,341,1,1357,7/31/2016,8/3/2016,8/1/2016,2,299.99,0.05
944,26,20160731,20160801,20160803,342,1,806,7/31/2016,8/1/2016,8/3/2016,1,599.99,0.07
945,9,20160731,20160801,20160803,342,2,806,7/31/2016,8/1/2016,8/3/2016,1,2999.99,0.2
946,16,20160731,20160801,20160803,342,3,806,7/31/2016,8/1/2016,8/3/2016,2,599.99,0.1
947,20,20160731,20160802,20160801,343,1,961,7/31/2016,8/2/2016,8/1/2016,2,599.99,0.2
948,25,20160731,20160802,20160801,343,2,961,7/31/2016,8/2/2016,8/1/2016,1,499.99,0.05
949,5,20160731,20160802,20160801,343,3,961,7/31/2016,8/2/2016,8/1/2016,2,1320.99,0.05
950,10,20160731,20160802,20160801,343,4,961,7/31/2016,8/2/2016,8/1/2016,1,1549,0.1
951,22,20160801,20160803,20160802,344,1,750,8/1/2016,8/3/2016,8/2/2016,1,269.99,0.05
952,18,20160801,20160803,20160802,344,2,750,8/1/2016,8/3/2016,8/2/2016,2,449,0.07
953,14,20160801,20160803,20160802,344,3,750,8/1/2016,8/3/2016,8/2/2016,1,269.99,0.2
954,18,20160801,20160804,20160803,345,1,1299,8/1/2016,8/4/2016,8/3/2016,2,449,0.1
955,24,20160801,20160804,20160803,345,2,1299,8/1/2016,8/4/2016,8/3/2016,2,549.99,0.07
956,13,20160801,20160803,20160802,346,1,584,8/1/2016,8/3/2016,8/2/2016,1,269.99,0.07
957,23,20160801,20160803,20160802,346,2,584,8/1/2016,8/3/2016,8/2/2016,1,299.99,0.2
958,21,20160801,20160803,20160802,346,3,584,8/1/2016,8/3/2016,8/2/2016,1,269.99,0.1
959,15,20160801,20160803,20160802,346,4,584,8/1/2016,8/3/2016,8/2/2016,1,529.99,0.05
960,18,20160801,20160803,20160802,346,5,584,8/1/2016,8/3/2016,8/2/2016,2,449,0.05
961,23,20160802,20160803,20160805,347,1,1004,8/2/2016,8/3/2016,8/5/2016,1,299.99,0.07
962,5,20160802,20160805,20160804,348,1,907,8/2/2016,8/5/2016,8/4/2016,2,1320.99,0.05
963,15,20160802,20160805,20160804,348,2,907,8/2/2016,8/5/2016,8/4/2016,2,529.99,0.07
964,4,20160803,20160806,20160804,351,1,1307,8/3/2016,8/6/2016,8/4/2016,2,2899.99,0.05
965,24,20160803,20160806,20160804,351,2,1307,8/3/2016,8/6/2016,8/4/2016,2,549.99,0.1
966,20,20160803,20160806,20160804,351,3,1307,8/3/2016,8/6/2016,8/4/2016,1,599.99,0.2
967,22,20160803,20160806,20160804,351,4,1307,8/3/2016,8/6/2016,8/4/2016,2,269.99,0.07
968,11,20160803,20160804,20160806,352,1,16,8/3/2016,8/4/2016,8/6/2016,1,1680.99,0.2
969,14,20160803,20160804,20160806,352,2,16,8/3/2016,8/4/2016,8/6/2016,1,269.99,0.2
970,2,20160803,20160806,20160806,353,1,1387,8/3/2016,8/6/2016,8/6/2016,2,749.99,0.2
971,21,20160803,20160805,20160806,354,1,551,8/3/2016,8/5/2016,8/6/2016,1,269.99,0.2
972,19,20160803,20160805,20160806,354,2,551,8/3/2016,8/5/2016,8/6/2016,1,449,0.05
973,16,20160803,20160805,20160805,355,1,1011,8/3/2016,8/5/2016,8/5/2016,1,599.99,0.1
974,14,20160803,20160805,20160805,355,2,1011,8/3/2016,8/5/2016,8/5/2016,2,269.99,0.07
975,23,20160804,20160807,20160806,356,1,1189,8/4/2016,8/7/2016,8/6/2016,2,299.99,0.05
976,4,20160804,20160807,20160806,356,2,1189,8/4/2016,8/7/2016,8/6/2016,1,2899.99,0.05
977,13,20160804,20160807,20160806,356,3,1189,8/4/2016,8/7/2016,8/6/2016,1,269.99,0.05
978,21,20160805,20160807,20160807,358,1,1042,8/5/2016,8/7/2016,8/7/2016,2,269.99,0.1
979,6,20160805,20160807,20160807,358,2,1042,8/5/2016,8/7/2016,8/7/2016,2,469.99,0.07
980,8,20160805,20160807,20160807,358,3,1042,8/5/2016,8/7/2016,8/7/2016,2,1799.99,0.05
981,18,20160805,20160807,20160807,358,4,1042,8/5/2016,8/7/2016,8/7/2016,2,449,0.1
982,15,20160807,20160810,20160810,359,1,441,8/7/2016,8/10/2016,8/10/2016,2,529.99,0.07
983,9,20160807,20160810,20160810,359,2,441,8/7/2016,8/10/2016,8/10/2016,2,2999.99,0.07
984,7,20160807,20160810,20160810,359,3,441,8/7/2016,8/10/2016,8/10/2016,2,3999.99,0.2
985,26,20160807,20160809,20160810,360,1,1300,8/7/2016,8/9/2016,8/10/2016,1,599.99,0.05
986,7,20160807,20160809,20160810,360,2,1300,8/7/2016,8/9/2016,8/10/2016,2,3999.99,0.2
987,13,20160807,20160809,20160810,360,3,1300,8/7/2016,8/9/2016,8/10/2016,2,269.99,0.05
988,25,20160807,20160809,20160810,360,4,1300,8/7/2016,8/9/2016,8/10/2016,1,499.99,0.1
989,24,20160808,20160809,20160811,361,1,994,8/8/2016,8/9/2016,8/11/2016,2,549.99,0.05
990,6,20160808,20160809,20160811,361,2,994,8/8/2016,8/9/2016,8/11/2016,2,469.99,0.1
991,11,20160808,20160809,20160811,361,3,994,8/8/2016,8/9/2016,8/11/2016,1,1680.99,0.1
992,2,20160809,20160811,20160811,362,1,187,8/9/2016,8/11/2016,8/11/2016,1,749.99,0.07
993,21,20160811,20160812,20160813,363,1,834,8/11/2016,8/12/2016,8/13/2016,2,269.99,0.1
994,14,20160811,20160812,20160813,363,2,834,8/11/2016,8/12/2016,8/13/2016,1,269.99,0.07
995,15,20160811,20160812,20160813,363,3,834,8/11/2016,8/12/2016,8/13/2016,1,529.99,0.1
996,20,20160811,20160812,20160813,363,4,834,8/11/2016,8/12/2016,8/13/2016,1,599.99,0.2
997,25,20160812,20160814,20160813,364,1,373,8/12/2016,8/14/2016,8/13/2016,2,499.99,0.05
998,24,20160813,20160814,20160815,365,1,981,8/13/2016,8/14/2016,8/15/2016,2,549.99,0.07
999,21,20160813,20160814,20160814,366,1,1054,8/13/2016,8/14/2016,8/14/2016,1,269.99,0.1
1000,4,20160813,20160814,20160814,366,2,1054,8/13/2016,8/14/2016,8/14/2016,1,2899.99,0.07
1001,16,20160813,20160814,20160814,366,3,1054,8/13/2016,8/14/2016,8/14/2016,2,599.99,0.2
1002,26,20160814,20160815,20160815,367,1,527,8/14/2016,8/15/2016,8/15/2016,2,599.99,0.1
1003,14,20160814,20160815,20160815,367,2,527,8/14/2016,8/15/2016,8/15/2016,1,269.99,0.05
1004,10,20160814,20160815,20160815,367,3,527,8/14/2016,8/15/2016,8/15/2016,2,1549,0.05
1005,5,20160814,20160815,20160817,368,1,995,8/14/2016,8/15/2016,8/17/2016,1,1320.99,0.2
1006,10,20160814,20160815,20160817,368,2,995,8/14/2016,8/15/2016,8/17/2016,2,1549,0.2
1007,21,20160814,20160815,20160817,368,3,995,8/14/2016,8/15/2016,8/17/2016,2,269.99,0.1
1008,19,20160814,20160815,20160817,368,4,995,8/14/2016,8/15/2016,8/17/2016,1,449,0.05
1009,10,20160815,20160818,20160818,369,1,1285,8/15/2016,8/18/2016,8/18/2016,2,1549,0.07
1010,25,20160815,20160818,20160818,370,1,758,8/15/2016,8/18/2016,8/18/2016,2,499.99,0.05
1011,4,20160815,20160818,20160818,370,2,758,8/15/2016,8/18/2016,8/18/2016,2,2899.99,0.1
1012,14,20160815,20160816,20160818,371,1,891,8/15/2016,8/16/2016,8/18/2016,1,269.99,0.2
1013,12,20160815,20160816,20160818,371,2,891,8/15/2016,8/16/2016,8/18/2016,1,549.99,0.2
1014,11,20160816,20160818,20160818,372,1,132,8/16/2016,8/18/2016,8/18/2016,1,1680.99,0.05
1015,14,20160816,20160818,20160818,372,2,132,8/16/2016,8/18/2016,8/18/2016,2,269.99,0.1
1016,5,20160816,20160818,20160818,372,3,132,8/16/2016,8/18/2016,8/18/2016,1,1320.99,0.1
1017,8,20160816,20160819,20160817,373,1,337,8/16/2016,8/19/2016,8/17/2016,2,1799.99,0.05
1018,22,20160816,20160819,20160817,373,2,337,8/16/2016,8/19/2016,8/17/2016,1,269.99,0.1
1019,19,20160816,20160819,20160817,373,3,337,8/16/2016,8/19/2016,8/17/2016,2,449,0.2
1020,12,20160816,20160819,20160817,373,4,337,8/16/2016,8/19/2016,8/17/2016,1,549.99,0.1
1021,13,20160816,20160819,20160817,373,5,337,8/16/2016,8/19/2016,8/17/2016,1,269.99,0.1
1022,10,20160817,20160819,20160818,374,1,1313,8/17/2016,8/19/2016,8/18/2016,1,1549,0.1
1023,7,20160817,20160819,20160818,374,2,1313,8/17/2016,8/19/2016,8/18/2016,1,3999.99,0.07
1024,21,20160817,20160820,20160820,375,1,536,8/17/2016,8/20/2016,8/20/2016,2,269.99,0.05
1025,2,20160817,20160820,20160820,375,2,536,8/17/2016,8/20/2016,8/20/2016,2,749.99,0.05
1026,4,20160817,20160820,20160820,375,3,536,8/17/2016,8/20/2016,8/20/2016,2,2899.99,0.07
1027,12,20160817,20160820,20160820,375,4,536,8/17/2016,8/20/2016,8/20/2016,2,549.99,0.05
1028,2,20160817,20160819,20160818,376,1,825,8/17/2016,8/19/2016,8/18/2016,2,749.99,0.07
1029,23,20160817,20160819,20160818,376,2,825,8/17/2016,8/19/2016,8/18/2016,2,299.99,0.1
1030,8,20160817,20160819,20160820,377,1,1355,8/17/2016,8/19/2016,8/20/2016,1,1799.99,0.05
1031,14,20160817,20160819,20160820,377,2,1355,8/17/2016,8/19/2016,8/20/2016,1,269.99,0.07
1032,26,20160817,20160820,20160820,378,1,475,8/17/2016,8/20/2016,8/20/2016,2,599.99,0.05
1033,9,20160818,20160821,20160821,379,1,954,8/18/2016,8/21/2016,8/21/2016,1,2999.99,0.07
1034,16,20160818,20160821,20160821,379,2,954,8/18/2016,8/21/2016,8/21/2016,1,599.99,0.2
1035,16,20160819,20160820,20160821,380,1,1156,8/19/2016,8/20/2016,8/21/2016,1,599.99,0.05
1036,11,20160819,20160820,20160821,380,2,1156,8/19/2016,8/20/2016,8/21/2016,2,1680.99,0.05
1037,21,20160819,20160821,20160821,381,1,1297,8/19/2016,8/21/2016,8/21/2016,2,269.99,0.07
1038,8,20160820,20160823,20160823,382,1,199,8/20/2016,8/23/2016,8/23/2016,1,1799.99,0.1
1039,9,20160820,20160823,20160823,382,2,199,8/20/2016,8/23/2016,8/23/2016,1,2999.99,0.1
1040,13,20160820,20160823,20160823,382,3,199,8/20/2016,8/23/2016,8/23/2016,1,269.99,0.07
1041,19,20160820,20160823,20160822,383,1,331,8/20/2016,8/23/2016,8/22/2016,1,449,0.07
1042,22,20160820,20160823,20160822,383,2,331,8/20/2016,8/23/2016,8/22/2016,2,269.99,0.05
1043,13,20160820,20160823,20160822,383,3,331,8/20/2016,8/23/2016,8/22/2016,1,269.99,0.1
1044,21,20160820,20160823,20160822,383,4,331,8/20/2016,8/23/2016,8/22/2016,2,269.99,0.05
1045,14,20160820,20160823,20160822,383,5,331,8/20/2016,8/23/2016,8/22/2016,1,269.99,0.1
1046,20,20160820,20160822,20160823,384,1,410,8/20/2016,8/22/2016,8/23/2016,1,599.99,0.1
1047,21,20160820,20160822,20160823,384,2,410,8/20/2016,8/22/2016,8/23/2016,2,269.99,0.2
1048,8,20160820,20160822,20160823,384,3,410,8/20/2016,8/22/2016,8/23/2016,1,1799.99,0.05
1049,15,20160820,20160822,20160823,384,4,410,8/20/2016,8/22/2016,8/23/2016,1,529.99,0.1
1050,4,20160820,20160822,20160823,384,5,410,8/20/2016,8/22/2016,8/23/2016,1,2899.99,0.2
1051,21,20160820,20160823,20160822,385,1,1274,8/20/2016,8/23/2016,8/22/2016,1,269.99,0.07
1052,7,20160820,20160823,20160822,385,2,1274,8/20/2016,8/23/2016,8/22/2016,2,3999.99,0.2
1053,26,20160820,20160823,20160822,385,3,1274,8/20/2016,8/23/2016,8/22/2016,2,599.99,0.05
1054,8,20160820,20160823,20160823,386,1,1362,8/20/2016,8/23/2016,8/23/2016,1,1799.99,0.2
1055,3,20160820,20160823,20160823,386,2,1362,8/20/2016,8/23/2016,8/23/2016,2,999.99,0.05
1056,16,20160820,20160823,20160823,386,3,1362,8/20/2016,8/23/2016,8/23/2016,2,599.99,0.2
1057,18,20160820,20160821,20160821,387,1,451,8/20/2016,8/21/2016,8/21/2016,1,449,0.2
1058,19,20160821,20160824,20160823,388,1,1080,8/21/2016,8/24/2016,8/23/2016,2,449,0.2
1059,13,20160821,20160824,20160823,388,2,1080,8/21/2016,8/24/2016,8/23/2016,2,269.99,0.07
1060,2,20160821,20160824,20160823,388,3,1080,8/21/2016,8/24/2016,8/23/2016,1,749.99,0.07
1061,11,20160821,20160824,20160823,388,4,1080,8/21/2016,8/24/2016,8/23/2016,1,1680.99,0.1
1062,2,20160822,20160824,20160825,389,1,53,8/22/2016,8/24/2016,8/25/2016,1,749.99,0.07
1063,15,20160822,20160824,20160825,389,2,53,8/22/2016,8/24/2016,8/25/2016,2,529.99,0.07
1064,10,20160822,20160824,20160825,389,3,53,8/22/2016,8/24/2016,8/25/2016,2,1549,0.05
1065,5,20160822,20160824,20160825,389,4,53,8/22/2016,8/24/2016,8/25/2016,1,1320.99,0.05
1066,9,20160822,20160824,20160825,389,5,53,8/22/2016,8/24/2016,8/25/2016,1,2999.99,0.2
1067,23,20160822,20160824,20160825,390,1,576,8/22/2016,8/24/2016,8/25/2016,1,299.99,0.05
1068,7,20160822,20160824,20160825,390,2,576,8/22/2016,8/24/2016,8/25/2016,2,3999.99,0.07
1069,9,20160822,20160824,20160825,390,3,576,8/22/2016,8/24/2016,8/25/2016,1,2999.99,0.05
1070,14,20160823,20160826,20160824,392,1,176,8/23/2016,8/26/2016,8/24/2016,2,269.99,0.1
1071,3,20160823,20160826,20160824,392,2,176,8/23/2016,8/26/2016,8/24/2016,2,999.99,0.05
1072,6,20160825,20160826,20160827,393,1,368,8/25/2016,8/26/2016,8/27/2016,2,469.99,0.2
1073,23,20160826,20160828,20160829,394,1,522,8/26/2016,8/28/2016,8/29/2016,1,299.99,0.05
1074,16,20160826,20160828,20160829,394,2,522,8/26/2016,8/28/2016,8/29/2016,1,599.99,0.2
1075,14,20160826,20160828,20160829,394,3,522,8/26/2016,8/28/2016,8/29/2016,2,269.99,0.2
1076,14,20160826,20160827,20160829,395,1,144,8/26/2016,8/27/2016,8/29/2016,1,269.99,0.05
1077,12,20160827,20160830,20160829,396,1,542,8/27/2016,8/30/2016,8/29/2016,1,549.99,0.1
1078,25,20160827,20160830,20160829,396,2,542,8/27/2016,8/30/2016,8/29/2016,2,499.99,0.05
1079,5,20160827,20160830,20160829,396,3,542,8/27/2016,8/30/2016,8/29/2016,1,1320.99,0.2
1080,7,20160828,20160831,20160829,397,1,1437,8/28/2016,8/31/2016,8/29/2016,1,3999.99,0.05
1081,8,20160829,20160830,20160901,398,1,447,8/29/2016,8/30/2016,9/1/2016,2,1799.99,0.05
1082,18,20160829,20160830,20160901,398,2,447,8/29/2016,8/30/2016,9/1/2016,2,449,0.05
1083,25,20160829,20160830,20160901,398,3,447,8/29/2016,8/30/2016,9/1/2016,1,499.99,0.2
1084,17,20160829,20160830,20160901,398,4,447,8/29/2016,8/30/2016,9/1/2016,1,429,0.05
1085,25,20160829,20160901,20160901,399,1,1001,8/29/2016,9/1/2016,9/1/2016,1,499.99,0.05
1086,11,20160829,20160901,20160901,399,2,1001,8/29/2016,9/1/2016,9/1/2016,2,1680.99,0.05
1087,14,20160829,20160901,20160901,399,3,1001,8/29/2016,9/1/2016,9/1/2016,1,269.99,0.1
1088,24,20160829,20160830,20160831,400,1,1295,8/29/2016,8/30/2016,8/31/2016,2,549.99,0.07
1089,9,20160829,20160830,20160831,400,2,1295,8/29/2016,8/30/2016,8/31/2016,1,2999.99,0.2
1090,3,20160829,20160830,20160831,400,3,1295,8/29/2016,8/30/2016,8/31/2016,2,999.99,0.2
1091,23,20160830,20160902,20160901,401,1,103,8/30/2016,9/2/2016,9/1/2016,1,299.99,0.2
1092,10,20160830,20160902,20160901,401,2,103,8/30/2016,9/2/2016,9/1/2016,2,1549,0.2
1093,6,20160830,20160901,20160831,402,1,1335,8/30/2016,9/1/2016,8/31/2016,2,469.99,0.07
1094,5,20160830,20160901,20160831,402,2,1335,8/30/2016,9/1/2016,8/31/2016,1,1320.99,0.07
1095,26,20160830,20160901,20160831,402,3,1335,8/30/2016,9/1/2016,8/31/2016,1,599.99,0.05
1096,12,20160831,20160901,20160902,403,1,578,8/31/2016,9/1/2016,9/2/2016,2,549.99,0.1
1097,7,20160831,20160901,20160902,403,2,578,8/31/2016,9/1/2016,9/2/2016,2,3999.99,0.2
1098,22,20160831,20160901,20160902,403,3,578,8/31/2016,9/1/2016,9/2/2016,2,269.99,0.05
1099,24,20160831,20160901,20160902,403,4,578,8/31/2016,9/1/2016,9/2/2016,1,549.99,0.2
1100,9,20160831,20160903,20160901,404,1,396,8/31/2016,9/3/2016,9/1/2016,1,2999.99,0.07
1101,25,20160831,20160903,20160901,404,2,396,8/31/2016,9/3/2016,9/1/2016,2,499.99,0.05
1102,16,20160831,20160903,20160901,404,3,396,8/31/2016,9/3/2016,9/1/2016,2,599.99,0.2
1103,3,20160831,20160901,20160901,405,1,603,8/31/2016,9/1/2016,9/1/2016,2,999.99,0.2
1104,10,20160831,20160901,20160901,405,2,603,8/31/2016,9/1/2016,9/1/2016,2,1549,0.1
1105,14,20160831,20160901,20160901,405,3,603,8/31/2016,9/1/2016,9/1/2016,2,269.99,0.07
1106,4,20160831,20160902,20160901,406,1,1380,8/31/2016,9/2/2016,9/1/2016,1,2899.99,0.2
1107,18,20160901,20160902,20160902,408,1,1071,9/1/2016,9/2/2016,9/2/2016,1,449,0.2
1108,3,20160901,20160902,20160902,408,2,1071,9/1/2016,9/2/2016,9/2/2016,1,999.99,0.07
1109,2,20160901,20160902,20160902,408,3,1071,9/1/2016,9/2/2016,9/2/2016,2,749.99,0.07
1110,17,20160901,20160902,20160902,408,4,1071,9/1/2016,9/2/2016,9/2/2016,2,429,0.2
1111,15,20160901,20160904,20160904,409,1,416,9/1/2016,9/4/2016,9/4/2016,1,529.99,0.07
1112,16,20160901,20160904,20160904,409,2,416,9/1/2016,9/4/2016,9/4/2016,2,599.99,0.2
1113,21,20160901,20160904,20160904,409,3,416,9/1/2016,9/4/2016,9/4/2016,1,269.99,0.05
1114,25,20160901,20160903,20160902,410,1,1151,9/1/2016,9/3/2016,9/2/2016,1,499.99,0.1
1115,9,20160901,20160903,20160902,410,2,1151,9/1/2016,9/3/2016,9/2/2016,2,2999.99,0.05
1116,24,20160901,20160903,20160902,410,3,1151,9/1/2016,9/3/2016,9/2/2016,2,549.99,0.1
1117,2,20160902,20160904,20160904,411,1,261,9/2/2016,9/4/2016,9/4/2016,1,749.99,0.07
1118,26,20160902,20160904,20160904,411,2,261,9/2/2016,9/4/2016,9/4/2016,2,599.99,0.05
1119,7,20160902,20160904,20160904,412,1,1202,9/2/2016,9/4/2016,9/4/2016,1,3999.99,0.1
1120,24,20160902,20160904,20160904,412,2,1202,9/2/2016,9/4/2016,9/4/2016,1,549.99,0.07
1121,17,20160902,20160904,20160904,412,3,1202,9/2/2016,9/4/2016,9/4/2016,1,429,0.1
1122,8,20160902,20160905,20160903,413,1,717,9/2/2016,9/5/2016,9/3/2016,2,1799.99,0.05
1123,25,20160902,20160905,20160903,413,2,717,9/2/2016,9/5/2016,9/3/2016,1,499.99,0.1
1124,9,20160902,20160905,20160903,413,3,717,9/2/2016,9/5/2016,9/3/2016,1,2999.99,0.07
1125,4,20160903,20160906,20160906,414,1,917,9/3/2016,9/6/2016,9/6/2016,2,2899.99,0.1
1126,3,20160903,20160906,20160906,415,1,1265,9/3/2016,9/6/2016,9/6/2016,1,999.99,0.07
1127,23,20160903,20160906,20160906,415,2,1265,9/3/2016,9/6/2016,9/6/2016,2,299.99,0.2
1128,5,20160903,20160906,20160906,415,3,1265,9/3/2016,9/6/2016,9/6/2016,1,1320.99,0.2
1129,6,20160903,20160906,20160906,415,4,1265,9/3/2016,9/6/2016,9/6/2016,2,469.99,0.05
1130,22,20160903,20160904,20160906,416,1,1377,9/3/2016,9/4/2016,9/6/2016,1,269.99,0.07
1131,14,20160903,20160904,20160906,416,2,1377,9/3/2016,9/4/2016,9/6/2016,1,269.99,0.07
1132,24,20160903,20160904,20160906,416,3,1377,9/3/2016,9/4/2016,9/6/2016,1,549.99,0.1
1133,26,20160904,20160905,20160906,417,1,359,9/4/2016,9/5/2016,9/6/2016,2,599.99,0.07
